#ID,,Make,Model,Bodywork,Operator,Chassis ID,Reg Date,Notes,Depot,Svc,Batch,Gearbox model,EDS model,Chair model,Door model,Air Con model
578,Z,,,,,,,,,,,,,,,
579,X,,,,,,,,,,,,,,,
580,R,,,,,,,,,,,,,,,
581,M,,,,,,,,,,,,,,,
582,K,,,,,,,,,,,,,,,
583,H,,,,,,,,,,,,,,,
584,E,,,,,,,,,,,,,,,
585,C,,,,,,,,,,,,,,,
586,A,,,,,,,,,,,,,,,
587,Y,,,,,,,,,,,,,,,
588,U,,,,,,,,,,,,,,,
589,S,,,,,,,,,,,,,,,
590,L,,,,,,,,,,,,,,,
591,J,,,,,,,,,,,,,,,
592,G,,,,,,,,,,,,,,,
593,D,,,,,,,,,,,,,,,
594,B,,,,,,,,,,,,,,,
595,Z,,,,,,,,,,,,,,,
596,X,,,,,,,,,,,,,,,
597,T,,,,,,,,,,,,,,,
598,R,,,,,,,,,,,,,,,
599,M,,,,,,,,,,,,,,,
600,S,,,,,,,,,,,,,,,
601,P,,,,,,,,,,,,,,,
602,L,,,,,,,,,,,,,,,
603,J,,,,,,,,,,,,,,,
604,G,,,,,,,,,,,,,,,
605,D,,,,,,,,,,,,,,,
606,B,,,,,,,,,,,,,,,
607,Z,,,,,,,,,,,,,,,
608,X,,,,,,,,,,,,,,,
609,T,,,,,,,,,,,,,,,
610,M,,,,,,,,,,,,,,,
611,K,,,,,,,,,,,,,,,
612,H,,,,,,,,,,,,,,,
613,E,,,,,,,,,,,,,,,
614,C,,,,,,,,,,,,,,,
615,A,,,,,,,,,,,,,,,
616,Y,,,,,,,,,,,,,,,
617,U,,,,,,,,,,,,,,,
618,S,,,,,,,,,,,,,,,
619,P,,,,,,,,,,,,,,,
620,J,,,,,,,,,,,,,,,
621,G,,,,,,,,,,,,,,,
622,D,,,,,,,,,,,,,,,
623,B,,,,,,,,,,,,,,,
624,Z,,,,,,,,,,,,,,,
625,X,,,,,,,,,,,,,,,
626,T,,,,,,,,,,,,,,,
627,R,,,,,,,,,,,,,,,
628,M,,,,,,,,,,,,,,,
629,K,,,,,,,,,,,,,,,
630,E,,,,,,,,,,,,,,,
631,C,,,,,,,,,,,,,,,
632,A,,,,,,,,,,,,,,,
633,Y,,,,,,,,,,,,,,,
634,U,,,,,,,,,,,,,,,
635,S,,,,,,,,,,,,,,,
636,P,,,,,,,,,,,,,,,
637,L,,,,,,,,,,,,,,,
638,J,,,,,,,,,,,,,,,
639,G,,,,,,,,,,,,,,,
640,B,,,,,,,,,,,,,,,
641,Z,,,,,,,,,,,,,,,
642,X,,,,,,,,,,,,,,,
643,T,,,,,,,,,,,,,,,
644,R,,,,,,,,,,,,,,,
645,M,,,,,,,,,,,,,,,
646,K,,,,,,,,,,,,,,,
647,H,,,,,,,,,,,,,,,
648,E,,,,,,,,,,,,,,,
649,C,,,,,,,,,,,,,,,
650,Y,,,,,,,,,,,,,,,
651,U,,,,,,,,,,,,,,,
652,S,,,,,,,,,,,,,,,
653,P,,,,,,,,,,,,,,,
654,L,,,,,,,,,,,,,,,
655,J,,,,,,,,,,,,,,,
656,G,,,,,,,,,,,,,,,
657,D,,,,,,,,,,,,,,,
658,B,,,,,,,,,,,,,,,
659,Z,,,,,,,,,,,,,,,
660,T,,,,,,,,,,,,,,,
661,R,,,,,,,,,,,,,,,
662,M,,,,,,,,,,,,,,,
663,K,,,,,,,,,,,,,,,
664,H,Scania,K94IB,,,,,,,,,,,,,
665,E,,,,,,,,,,,,,,,
666,C,,,,,,,,,,,,,,,
667,A,,,,,,,,,,,,,,,
668,Y,,,,,,,,,,,,,,,
669,U,,,,,,,,,,,,,,,
670,P,,,,,,,,,,,,,,,
671,L,,,,,,,,,,,,,,,
672,J,,,,,,,,,,,,,,,
673,G,,,,,,,,,,,,,,,
674,D,,,,,,,,,,,,,,,
675,B,,,,,,,,,,,,,,,
676,Z,,,,,,,,,,,,,,,
677,X,,,,,,,,,,,,,,,
678,T,,,,,,,,,,,,,,,
679,R,,,,,,,,,,,,,,,
680,K,,,,,,,,,,,,,,,
681,H,,,,,,,,,,,,,,,
682,E,,,,,,,,,,,,,,,
683,C,,,,,,,,,,,,,,,
684,A,,,,,,,,,,,,,,,
685,Y,,,,,,,,,,,,,,,
686,U,,,,,,,,,,,,,,,
687,S,,,,,,,,,,,,,,,
688,P,,,,,,,,,,,,,,,
689,L,,,,,,,,,,,,,,,
690,G,,,,,,,,,,,,,,,
691,D,,,,,,,,,,,,,,,
692,B,,,,,,,,,,,,,,,
693,Z,,,,,,,,,,,,,,,
694,X,,,,,,,,,,,,,,,
695,T,,,,,,,,,,,,,,,
696,R,,,,,,,,,,,,,,,
697,M,,,,,,,,,,,,,,,
698,K,,,,,,,,,,,,,,,
699,H,,,,,,,,,,,,,,,
700,L,,,,,,,,,,,,,,,
701,J,,,,,,,,,,,,,,,
702,G,,,,,,,,,,,,,,,
703,D,,,,,,,,,,,,,,,
704,B,,,,,,,,,,,,,,,
705,Z,,,,,,,,,,,,,,,
706,X,,,,,,,,,,,,,,,
707,T,,,,,,,,,,,,,,,
708,R,,,,,,,,,,,,,,,
709,M,,,,,,,,,,,,,,,
710,H,,,,,,,,,,,,,,,
711,E,,,,,,,,,,,,,,,
712,C,,,,,,,,,,,,,,,
