#ID,,Make,Model,Bodywork,Operator,Chassis ID,Reg Date,Notes,Depot,Svc,Batch,Gearbox model,EDS model,Chair model,Door model,Air Con model
433,M,,,,,,,,,,,,,,,
434,K,,,,,,,,,,,,,,,
435,H,,,,,,,,,,,,,,,
436,E,,,,,,,,,,,,,,,
437,C,,,,,,,,,,,,,,,
438,A,,,,,,,,,,,,,,,
439,Y,,,,,,,,,,,,,,,
440,S,,,,,,,,,,,,,,,
441,P,,,,,,,,,,,,,,,
442,L,,,,,,,,,,,,,,,
443,J,,,,,,,,,,,,,,,
444,G,,,,,,,,,,,,,,,
445,D,,,,,,,,,,,,,,,
446,B,,,,,,,,,,,,,,,
447,Z,,,,,,,,,,,,,,,
448,X,,,,,,,,,,,,,,,
449,T,,,,,,,,,,,,,,,
450,M,,,,,,,,,,,,,,,
451,K,,,,,,,,,,,,,,,
452,H,,,,,,,,,,,,,,,
453,E,,,,,,,,,,,,,,,
454,C,,,,,,,,,,,,,,,
455,A,,,,,,,,,,,,,,,
456,Y,,,,,,,,,,,,,,,
457,U,,,,,,,,,,,,,,,
458,S,,,,,,,,,,,,,,,
459,P,,,,,,,,,,,,,,,
460,J,,,,,,,,,,,,,,,
461,G,,,,,,,,,,,,,,,
462,D,,,,,,,,,,,,,,,
463,B,,,,,,,,,,,,,,,
464,Z,,,,,,,,,,,,,,,
465,X,,,,,,,,,,,,,,,
466,T,,,,,,,,,,,,,,,
467,R,,,,,,,,,,,,,,,
468,M,,,,,,,,,,,,,,,
469,K,,,,,,,,,,,,,,,
470,E,,,,,,,,,,,,,,,
471,C,,,,,,,,,,,,,,,
472,A,,,,,,,,,,,,,,,
473,Y,,,,,,,,,,,,,,,
474,U,,,,,,,,,,,,,,,
475,S,,,,,,,,,,,,,,,
476,P,,,,,,,,,,,,,,,
477,L,,,,,,,,,,,,,,,
478,J,,,,,,,,,,,,,,,
479,G,,,,,,,,,,,,,,,
480,B,,,,,,,,,,,,,,,
481,Z,,,,,,,,,,,,,,,
482,X,,,,,,,,,,,,,,,
483,T,,,,,,,,,,,,,,,
484,R,,,,,,,,,,,,,,,
485,M,,,,,,,,,,,,,,,
486,K,,,,,,,,,,,,,,,
487,H,,,,,,,,,,,,,,,
488,E,,,,,,,,,,,,,,,
489,C,,,,,,,,,,,,,,,
490,Y,,,,,,,,,,,,,,,
491,U,,,,,,,,,,,,,,,
492,S,,,,,,,,,,,,,,,
493,P,,,,,,,,,,,,,,,
494,L,,,,,,,,,,,,,,,
495,J,,,,,,,,,,,,,,,
496,G,,,,,,,,,,,,,,,
497,D,,,,,,,,,,,,,,,
498,B,,,,,,,,,,,,,,,
499,Z,,,,,,,,,,,,,,,
500,C,,,,,,,,,,,,,,,
501,A,,,,,,,,,,,,,,,
502,Y,,,,,,,,,,,,,,,
503,U,,,,,,,,,,,,,,,
504,S,,,,,,,,,,,,,,,
505,P,,,,,,,,,,,,,,,
506,L,,,,,,,,,,,,,,,
507,J,,,,,,,,,,,,,,,
508,G,,,,,,,,,,,,,,,
509,D,,,,,,,,,,,,,,,
510,Z,,,,,,,,,,,,,,,
511,X,,,,,,,,,,,,,,,
512,T,,,,,,,,,,,,,,,
513,R,,,,,,,,,,,,,,,
514,M,,,,,,,,,,,,,,,
515,K,,,,,,,,,,,,,,,
516,H,,,,,,,,,,,,,,,
517,E,,,,,,,,,,,,,,,
518,C,,,,,,,,,,,,,,,
519,A,,,,,,,,,,,,,,,
520,U,,,,,,,,,,,,,,,
521,S,,,,,,,,,,,,,,,
522,P,,,,,,,,,,,,,,,
523,L,,,,,,,,,,,,,,,
524,J,,,,,,,,,,,,,,,
525,G,,,,,,,,,,,,,,,
526,D,,,,,,,,,,,,,,,
527,B,,,,,,,,,,,,,,,
528,Z,,,,,,,,,,,,,,,
529,X,,,,,,,,,,,,,,,
530,R,,,,,,,,,,,,,,,
531,M,,,,,,,,,,,,,,,
532,K,,,,,,,,,,,,,,,
533,H,,,,,,,,,,,,,,,
534,E,,,,,,,,,,,,,,,
535,C,,,,,,,,,,,,,,,
536,A,,,,,,,,,,,,,,,
537,Y,,,,,,,,,,,,,,,
538,U,,,,,,,,,,,,,,,
539,S,,,,,,,,,,,,,,,
540,L,,,,,,,,,,,,,,,
541,J,,,,,,,,,,,,,,,
542,G,,,,,,,,,,,,,,,
543,D,,,,,,,,,,,,,,,
544,B,,,,,,,,,,,,,,,
545,Z,,,,,,,,,,,,,,,
546,X,,,,,,,,,,,,,,,
547,T,,,,,,,,,,,,,,,
548,R,,,,,,,,,,,,,,,
549,M,,,,,,,,,,,,,,,
550,H,,,,,,,,,,,,,,,
551,E,,,,,,,,,,,,,,,
552,C,,,,,,,,,,,,,,,
553,A,,,,,,,,,,,,,,,
554,Y,,,,,,,,,,,,,,,
555,U,,,,,,,,,,,,,,,
556,S,,,,,,,,,,,,,,,
557,P,,,,,,,,,,,,,,,
558,L,,,,,,,,,,,,,,,
559,J,,,,,,,,,,,,,,,
560,D,,,,,,,,,,,,,,,
561,B,,,,,,,,,,,,,,,
562,Z,,,,,,,,,,,,,,,
563,X,,,,,,,,,,,,,,,
564,T,,,,,,,,,,,,,,,
565,R,,,,,,,,,,,,,,,
566,M,,,,,,,,,,,,,,,
567,K,,,,,,,,,,,,,,,
568,H,,,,,,,,,,,,,,,
569,E,,,,,,,,,,,,,,,
570,A,,,,,,,,,,,,,,,
571,Y,,,,,,,,,,,,,,,
572,U,,,,,,,,,,,,,,,
573,S,,,,,,,,,,,,,,,
574,P,,,,,,,,,,,,,,,
575,L,,,,,,,,,,,,,,,
576,J,,,,,,,,,,,,,,,
577,G,,,,,,,,,,,,,,,
578,D,,,,,,,,,,,,,,,
579,B,,,,,,,,,,,,,,,
580,X,,,,,,,,,,,,,,,
581,T,,,,,,,,,,,,,,,
582,R,,,,,,,,,,,,,,,
583,M,,,,,,,,,,,,,,,
584,K,,,,,,,,,,,,,,,
585,H,,,,,,,,,,,,,,,
586,E,,,,,,,,,,,,,,,
587,C,,,,,,,,,,,,,,,
588,A,,,,,,,,,,,,,,,
589,Y,,,,,,,,,,,,,,,
590,S,,,,,,,,,,,,,,,
591,P,,,,,,,,,,,,,,,
592,L,,,,,,,,,,,,,,,
593,J,,,,,,,,,,,,,,,
594,G,,,,,,,,,,,,,,,
595,D,,,,,,,,,,,,,,,
596,B,,,,,,,,,,,,,,,
597,Z,,,,,,,,,,,,,,,
598,X,,,,,,,,,,,,,,,
599,T,,,,,,,,,,,,,,,
600,Y,,,,,,,,,,,,,,,
601,U,,,,,,,,,,,,,,,
602,S,,,,,,,,,,,,,,,
603,P,,,,,,,,,,,,,,,
604,L,,,,,,,,,,,,,,,
605,J,,,,,,,,,,,,,,,
606,G,,,,,,,,,,,,,,,
607,D,,,,,,,,,,,,,,,
608,B,,,,,,,,,,,,,,,
609,Z,,,,,,,,,,,,,,,
610,T,,,,,,,,,,,,,,,
611,R,,,,,,,,,,,,,,,
612,M,,,,,,,,,,,,,,,
613,K,,,,,,,,,,,,,,,
614,H,,,,,,,,,,,,,,,
615,E,,,,,,,,,,,,,,,
616,C,,,,,,,,,,,,,,,
617,A,,,,,,,,,,,,,,,
618,Y,,,,,,,,,,,,,,,
619,U,,,,,,,,,,,,,,,
620,P,,,,,,,,,,,,,,,
621,L,,,,,,,,,,,,,,,
622,J,,,,,,,,,,,,,,,
623,G,,,,,,,,,,,,,,,
624,D,,,,,,,,,,,,,,,
625,B,,,,,,,,,,,,,,,
626,Z,,,,,,,,,,,,,,,
627,X,,,,,,,,,,,,,,,
628,T,,,,,,,,,,,,,,,
629,R,,,,,,,,,,,,,,,
630,K,,,,,,,,,,,,,,,
631,H,,,,,,,,,,,,,,,
632,E,,,,,,,,,,,,,,,
633,C,,,,,,,,,,,,,,,
634,A,,,,,,,,,,,,,,,
635,Y,,,,,,,,,,,,,,,
636,U,,,,,,,,,,,,,,,
637,S,,,,,,,,,,,,,,,
638,P,,,,,,,,,,,,,,,
639,L,,,,,,,,,,,,,,,
640,G,,,,,,,,,,,,,,,
641,D,,,,,,,,,,,,,,,
642,B,,,,,,,,,,,,,,,
643,Z,,,,,,,,,,,,,,,
644,X,,,,,,,,,,,,,,,
645,T,,,,,,,,,,,,,,,
646,R,,,,,,,,,,,,,,,
647,M,,,,,,,,,,,,,,,
648,K,,,,,,,,,,,,,,,
649,H,,,,,,,,,,,,,,,
650,C,,,,,,,,,,,,,,,
651,A,,,,,,,,,,,,,,,
652,Y,,,,,,,,,,,,,,,
653,U,,,,,,,,,,,,,,,
654,S,,,,,,,,,,,,,,,
655,P,,,,,,,,,,,,,,,
656,L,,,,,,,,,,,,,,,
657,J,,,,,,,,,,,,,,,
658,G,,,,,,,,,,,,,,,
659,D,,,,,,,,,,,,,,,
660,Z,,,,,,,,,,,,,,,
661,X,,,,,,,,,,,,,,,
662,T,,,,,,,,,,,,,,,
663,R,,,,,,,,,,,,,,,
664,M,,,,,,,,,,,,,,,
665,K,,,,,,,,,,,,,,,
666,H,,,,,,,,,,,,,,,
667,E,,,,,,,,,,,,,,,
668,C,,,,,,,,,,,,,,,
669,A,,,,,,,,,,,,,,,
670,U,,,,,,,,,,,,,,,
671,S,,,,,,,,,,,,,,,
672,P,,,,,,,,,,,,,,,
673,L,,,,,,,,,,,,,,,
674,J,,,,,,,,,,,,,,,
675,G,,,,,,,,,,,,,,,
676,D,,,,,,,,,,,,,,,
677,B,,,,,,,,,,,,,,,
678,Z,,,,,,,,,,,,,,,
679,X,,,,,,,,,,,,,,,
680,R,,,,,,,,,,,,,,,
681,M,,,,,,,,,,,,,,,
682,K,,,,,,,,,,,,,,,
683,H,,,,,,,,,,,,,,,
684,E,,,,,,,,,,,,,,,
685,C,,,,,,,,,,,,,,,
686,A,,,,,,,,,,,,,,,
687,Y,,,,,,,,,,,,,,,
688,U,,,,,,,,,,,,,,,
689,S,,,,,,,,,,,,,,,
690,L,,,,,,,,,,,,,,,
691,J,,,,,,,,,,,,,,,
692,G,,,,,,,,,,,,,,,
693,D,,,,,,,,,,,,,,,
694,B,,,,,,,,,,,,,,,
695,Z,,,,,,,,,,,,,,,
696,X,,,,,,,,,,,,,,,
697,T,,,,,,,,,,,,,,,
698,R,,,,,,,,,,,,,,,
699,M,,,,,,,,,,,,,,,
700,S,,,,,,,,,,,,,,,
701,P,,,,,,,,,,,,,,,
