#ID,,Make,Model,Bodywork,Operator,Chassis ID,Reg Date,Notes,Depot,Svc,Batch,Gearbox model,EDS model,Chair model,Door model,Air Con model
3947,A,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,,,,SEDEP,70,3,Voith DIWA 864.5,Hanover,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488
3948,Y,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,,,,HGDEP,107,3,Voith DIWA 864.5,Hanover,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488
3949,U,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,,,,BNDEP,28,3,Voith DIWA 864.5,Hanover,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488
3950,P,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,,,,BNDEP,9,3,Voith DIWA 864.5,Hanover,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488
3951,L,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,,,,HGDEP,89/89e*,3,Voith DIWA 864.5,Hanover,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488
3952,J,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,,,,HGDEP,107,3,Voith DIWA 864.5,Hanover,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488
3953,G,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,,,,SLBP,252,3,Voith DIWA 864.5,Hanover,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488
3954,D,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,,,,HGDEP,51,3,Voith DIWA 864.5,Hanover,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488
3955,B,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,,,,SLBP,254,3,Voith DIWA 864.5,Hanover,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488
3956,Z,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,,,,BNDEP,168,3,Voith DIWA 864.5,Hanover,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488
3957,X,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,,,,HGDEP,87,3,Voith DIWA 864.5,Hanover,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488
3958,T,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,,,,SLBP,99,3,Voith DIWA 864.5,Hanover,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488
3959,R,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,,,,BNDEP,65,3,Voith DIWA 864.5,Hanover,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488
3960,K,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,,,,BNDEP,10,3,Voith DIWA 864.5,Hanover,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488
3961,H,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,,,,HGDEP,117,3,Voith DIWA 864.5,Hanover,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488
3962,E,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,,,,BBDEP,14,3,Voith DIWA 864.5,Hanover,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488
3963,C,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,,,,SLBP,199,3,Voith DIWA 864.5,Hanover,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488
3964,A,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,,,,HGDEP,60,3,Voith DIWA 864.5,Hanover,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488
3965,Y,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,,,,HGDEP,117,3,Voith DIWA 864.5,Hanover,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488
3966,U,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,,,,BNDEP,47,3,Voith DIWA 864.5,Hanover,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488
3967,S,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,,,,SLBP,252,3,Voith DIWA 864.5,Hanover,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488
3968,P,Volvo,B9TL,Wright Eclipse Gemini 2,Go Ahead Singapore,,,,LYDEP,??,3,Voith DIWA 864.5,Hanover,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488
3969,L,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,,,,BNDEP,47,3,Voith DIWA 864.5,Hanover,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488
3970,G,Volvo,B9TL,Wright Eclipse Gemini 2,Go Ahead Singapore,,,,LYDEP,??,3,Voith DIWA 864.5,Hanover,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488
3971,D,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,,,,BNDEP,168,3,Voith DIWA 864.5,Hanover,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488
3972,B,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,,,,BRBP,88,3,Voith DIWA 864.5,Hanover,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488
3973,Z,Volvo,B9TL,Wright Eclipse Gemini 2,Go Ahead Singapore,,,,LYDEP,??,3,Voith DIWA 864.5,Hanover,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488
3974,X,Volvo,B9TL,Wright Eclipse Gemini 2,SBS Transit,,,,SLBP,192,3,Voith DIWA 864.5,Hanover,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488
3975,T,Volvo,B9TL,Wright Eclipse Gemini 2,Go Ahead Singapore,,,,LYDEP,??,3,Voith DIWA 864.5,Hanover,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488
3976,R,Volvo,B9TL,Wright Eclipse Gemini 2,Go Ahead Singapore,,,,LYDEP,??,3,Voith DIWA 864.5,Hanover,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488
3977,M,Volvo,B9TL,Wright Eclipse Gemini 2,Go Ahead Singapore,,,,LYDEP,??,3,Voith DIWA 864.5,Hanover,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488
3978,K,Volvo,B9TL,Wright Eclipse Gemini 2,Go Ahead Singapore,,,,LYDEP,??,3,Voith DIWA 864.5,Hanover,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488
3979,H,Volvo,B9TL,Wright Eclipse Gemini 2,Go Ahead Singapore,,,,LYDEP,??,3,Voith DIWA 864.5,Hanover,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488
3980,C,Volvo,B9TL,Wright Eclipse Gemini 2,Go Ahead Singapore,,,,LYDEP,??,3,Voith DIWA 864.5,Hanover,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488
3981,A,Volvo,B9TL,Wright Eclipse Gemini 2,Go Ahead Singapore,,,,LYDEP,??,3,Voith DIWA 864.5,Hanover,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488
3982,Y,Volvo,B9TL,Wright Eclipse Gemini 2,Go Ahead Singapore,,,,LYDEP,??,3,Voith DIWA 864.5,Hanover,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488
3983,U,Volvo,B9TL,Wright Eclipse Gemini 2,Go Ahead Singapore,,,,LYDEP,??,3,Voith DIWA 864.5,Hanover,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488
3984,S,Volvo,B9TL,Wright Eclipse Gemini 2,Go Ahead Singapore,,,,LYDEP,??,3,Voith DIWA 864.5,Hanover,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488
3985,P,Volvo,B9TL,Wright Eclipse Gemini 2,Go Ahead Singapore,,,,LYDEP,??,3,Voith DIWA 864.5,Hanover,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488
3986,L,Volvo,B9TL,Wright Eclipse Gemini 2,Go Ahead Singapore,,,,LYDEP,??,3,Voith DIWA 864.5,Hanover,Volgelsitze System 750/3,SMC Transit,Eberspächer Sütrak R 488
3987,J,,,,,,,,,,,,,,,
3988,G,,,,,,,,,,,,,,,
3989,D,,,,,,,,,,,,,,,
3990,Z,,,,,,,,,,,,,,,
3991,X,,,,,,,,,,,,,,,
3992,T,,,,,,,,,,,,,,,
3993,R,,,,,,,,,,,,,,,
3994,M,,,,,,,,,,,,,,,
3995,K,,,,,,,,,,,,,,,
3996,H,,,,,,,,,,,,,,,
3997,E,,,,,,,,,,,,,,,
3998,C,,,,,,,,,,,,,,,
3999,A,,,,,,,,,,,,,,,
4000,A,Albion,Viking EVK41UL,Unknown,SBS Transit,,,,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4001,Y,Albion,Viking EVK41UL,Unknown,SBS Transit,,,,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4002,U,Albion,Viking EVK41UL,Unknown,SBS Transit,,,,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4003,S,Albion,Viking EVK41UL,Unknown,SBS Transit,,,,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4004,P,Albion,Viking EVK41UL,Unknown,SBS Transit,,,,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4005,L,Albion,Viking EVK41UL,Unknown,SBS Transit,,,,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4006,J,Albion,Viking EVK41UL,Unknown,SBS Transit,,,,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4007,G,Albion,Viking EVK41UL,Unknown,SBS Transit,,,,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4008,D,Albion,Viking EVK41UL,Unknown,SBS Transit,,,,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4009,B,Albion,Viking EVK41UL,Unknown,SBS Transit,,,,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4010,X,Albion,Viking EVK41UL,Unknown,SBS Transit,,,,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4011,T,Albion,Viking EVK41UL,Unknown,SBS Transit,,,,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4012,R,Albion,Viking EVK41UL,Unknown,SBS Transit,,,,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4013,M,Albion,Viking EVK41UL,Unknown,SBS Transit,,,,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4014,K,Albion,Viking EVK41UL,Unknown,SBS Transit,,,,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4015,H,Albion,Viking EVK41UL,Unknown,SBS Transit,,,,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4016,E,Albion,Viking EVK41UL,Unknown,SBS Transit,,,,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4017,C,Albion,Viking EVK41UL,Unknown,SBS Transit,,,,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4018,A,Albion,Viking EVK41UL,Unknown,SBS Transit,,,,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4019,Y,Albion,Viking EVK41UL,Unknown,SBS Transit,,,,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4020,S,Albion,Viking EVK41UL,Unknown,SBS Transit,,,,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4021,P,Albion,Viking EVK41UL,Unknown,SBS Transit,,,,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4022,L,Albion,Viking EVK41UL,Unknown,SBS Transit,,,,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4023,J,Albion,Viking EVK41UL,Unknown,SBS Transit,,,,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4024,G,Albion,Viking EVK41UL,Unknown,SBS Transit,,,,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4025,D,Mercedes Benz,OF1413,Unknown,SBS Transit,,,,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4026,B,Mercedes Benz,OF1413,Unknown,SBS Transit,,,,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4027,Z,Mercedes Benz,OF1413,Unknown,SBS Transit,,,,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4028,X,Mercedes Benz,OF1413,Unknown,SBS Transit,,,,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4029,T,Mercedes Benz,OF1413,Unknown,SBS Transit,,,,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4030,M,Mercedes Benz,OF1413,Unknown,SBS Transit,,,,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4031,K,Mercedes Benz,OF1413,Unknown,SBS Transit,,,,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4032,H,Mercedes Benz,OF1413,Unknown,SBS Transit,,,,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4033,E,Mercedes Benz,OF1413,Unknown,SBS Transit,,,,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4034,C,Mercedes Benz,OF1413,Unknown,SBS Transit,,,,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4035,A,Mercedes Benz,OF1413,Unknown,SBS Transit,,,,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4036,Y,Mercedes Benz,OF1413,Unknown,SBS Transit,,,,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4037,U,Mercedes Benz,OF1413,Unknown,SBS Transit,,,,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4038,S,Mercedes Benz,OF1413,Unknown,SBS Transit,,,,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4039,P,Mercedes Benz,OF1413,Unknown,SBS Transit,,,,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4040,J,Mercedes Benz,OF1413,Unknown,SBS Transit,,,,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4041,G,Mercedes Benz,OF1413,Unknown,SBS Transit,,,,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4042,D,Mercedes Benz,OF1413,Unknown,SBS Transit,,,,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4043,B,Mercedes Benz,OF1413,Unknown,SBS Transit,,,,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4044,Z,Mercedes Benz,OF1413,Unknown,SBS Transit,,,,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4045,X,Mercedes Benz,OF1413,Unknown,SBS Transit,,,,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4046,T,Mercedes Benz,OF1413,Unknown,SBS Transit,,,,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4047,R,Mercedes Benz,OF1413,Unknown,SBS Transit,,,,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4048,M,Mercedes Benz,OF1413,Unknown,SBS Transit,,,,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4049,K,Mercedes Benz,OF1413,Unknown,SBS Transit,,,,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4050,E,Mercedes Benz,OF1413,Unknown,SBS Transit,,,,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4051,C,Mercedes Benz,OF1413,Unknown,SBS Transit,,,,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4052,A,Mercedes Benz,OF1413,Unknown,SBS Transit,,,,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4053,Y,Mercedes Benz,OF1413,Unknown,SBS Transit,,,,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4054,U,Mercedes Benz,OF1413,Unknown,SBS Transit,,,,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4055,S,Mercedes Benz,OF1413,Unknown,SBS Transit,,,,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4056,P,Mercedes Benz,OF1413,Unknown,SBS Transit,,,,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4057,L,Mercedes Benz,OF1413,Unknown,SBS Transit,,,,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4058,J,Mercedes Benz,OF1413,Unknown,SBS Transit,,,,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4059,G,Albion,Viking EVK41UL,Unknown,SBS Transit,,,,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4060,B,Albion,Viking EVK41UL,Unknown,SBS Transit,,,,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4061,Z,Albion,Viking EVK41UL,Unknown,SBS Transit,,,,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4062,X,Albion,Viking EVK41UL,Unknown,SBS Transit,,,,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4063,T,Albion,Viking EVK41UL,Unknown,SBS Transit,,,,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4064,R,Albion,Viking EVK41UL,Unknown,SBS Transit,,,,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4065,M,Albion,Viking EVK41UL,Unknown,SBS Transit,,,,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4066,K,Albion,Viking EVK41UL,Unknown,SBS Transit,,,,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4067,H,Albion,Viking EVK41UL,Unknown,SBS Transit,,,,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4068,E,Albion,Viking EVK41UL,Unknown,SBS Transit,,,,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4069,C,Albion,Viking EVK41UL,Unknown,SBS Transit,,,,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4070,Y,Albion,Viking EVK41UL,Unknown,SBS Transit,,,,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4071,U,Albion,Viking EVK41UL,Unknown,SBS Transit,,,,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4072,S,Albion,Viking EVK41UL,Unknown,SBS Transit,,,,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4073,P,Albion,Viking EVK41UL,Unknown,SBS Transit,,,,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4074,L,Albion,Viking EVK41UL,Unknown,SBS Transit,,,,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4075,J,Albion,Viking EVK41UL,Unknown,SBS Transit,,,,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4076,G,Albion,Viking EVK41UL,Unknown,SBS Transit,,,,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4077,D,Albion,Viking EVK41UL,Unknown,SBS Transit,,,,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4078,B,Albion,Viking EVK41UL,Unknown,SBS Transit,,,,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4079,Z,Albion,Viking EVK41UL,Unknown,SBS Transit,,,,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4080,T,Albion,Viking EVK41UL,Unknown,SBS Transit,,,,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4081,R,Albion,Viking EVK41UL,Unknown,SBS Transit,,,,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4082,M,Albion,Viking EVK41UL,Unknown,SBS Transit,,,,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4083,K,Albion,Viking EVK41UL,Unknown,SBS Transit,,,,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4084,H,Mercedes Benz,LP1113,Unknown,SBS Transit,,,From Katong Bedok Bus Company,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4085,E,Mercedes Benz,LP1113,Unknown,SBS Transit,,,From Katong Bedok Bus Company,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4086,C,Mercedes Benz,LP1113,Unknown,SBS Transit,,,From Katong Bedok Bus Company,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4087,A,Mercedes Benz,LP1113,Unknown,SBS Transit,,,From Katong Bedok Bus Company,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4088,Y,Mercedes Benz,LP1113,Unknown,SBS Transit,,,From Katong Bedok Bus Company,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4089,U,Mercedes Benz,LP1113,Unknown,SBS Transit,,,From Katong Bedok Bus Company,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4090,P,Mercedes Benz,LP1113,Unknown,SBS Transit,,,From Katong Bedok Bus Company,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4091,L,Mercedes Benz,LP1113,Unknown,SBS Transit,,,From Katong Bedok Bus Company,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4092,J,Mercedes Benz,OF1113,Unknown,SBS Transit,,,From Katong Bedok Bus Company,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4093,G,Mercedes Benz,OF1113,Unknown,SBS Transit,,,From Katong Bedok Bus Company,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4094,D,Mercedes Benz,OF1113,Unknown,SBS Transit,,,From Katong Bedok Bus Company,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4095,B,Mercedes Benz,LP1113,Unknown,SBS Transit,,,,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4096,Z,Berliet,PGK205,Unknown,SBS Transit,,,,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4097,X,Mercedes Benz,LP1113,Unknown,SBS Transit,,,From Katong Bedok Bus Company,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4098,T,Mercedes Benz,LP1113,Unknown,SBS Transit,,,From Katong Bedok Bus Company,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4099,R,Mercedes Benz,LP1113,Unknown,SBS Transit,,,From Katong Bedok Bus Company,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4100,U,Mercedes Benz,LP1113,Unknown,SBS Transit,,,From Katong Bedok Bus Company,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4101,S,Nissan Diesel,RX102,Unknown,SBS Transit,,,From STC,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4102,P,Nissan Diesel,RX102,Unknown,SBS Transit,,,From STC,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4103,L,Nissan Diesel,RX102,Unknown,SBS Transit,,,From STC,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4104,J,Nissan Diesel,RX102,Unknown,SBS Transit,,,From STC,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4105,G,Nissan Diesel,RX102,Unknown,SBS Transit,,,From STC,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4106,D,Nissan Diesel,RX102,Unknown,SBS Transit,,,From STC,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4107,B,Nissan Diesel,RX102,Unknown,SBS Transit,,,From STC,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4108,Z,Nissan Diesel,RX102,Unknown,SBS Transit,,,From STC,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4109,X,Nissan Diesel,RX102,Unknown,SBS Transit,,,From STC,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4110,R,Nissan Diesel,RX102,Unknown,SBS Transit,,,From STC,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4111,M,Nissan Diesel,RX102,Unknown,SBS Transit,,,From STC,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4112,K,Nissan Diesel,RX102,Unknown,SBS Transit,,,From STC,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4113,H,Nissan Diesel,RX102,Unknown,SBS Transit,,,From STC,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4114,E,Nissan Diesel,RX102,Unknown,SBS Transit,,,From STC,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4115,C,Nissan Diesel,RX102,Unknown,SBS Transit,,,From STC,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4116,A,Nissan Diesel,RX102,Unknown,SBS Transit,,,From STC,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4117,Y,Nissan Diesel,RX102,Unknown,SBS Transit,,,From STC,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4118,U,Nissan Diesel,RX102,Unknown,SBS Transit,,,From STC,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4119,S,Nissan Diesel,RX102,Unknown,SBS Transit,,,From STC,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4120,L,Nissan Diesel,RX102,Unknown,SBS Transit,,,From STC,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4121,J,Bedford,SB,Unknown,SBS Transit,,,From Punggol Bus Company,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4122,G,Bedford,SB,Unknown,SBS Transit,,,From Punggol Bus Company,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4123,D,Bedford,SB,Unknown,SBS Transit,,,From Punggol Bus Company,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4124,B,Bedford,SB,Unknown,SBS Transit,,,From Punggol Bus Company,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4125,Z,Bedford,SB,Unknown,SBS Transit,,,From Punggol Bus Company,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4126,X,Bedford,SB,Unknown,SBS Transit,,,From Punggol Bus Company,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4127,T,,,,,,,,,,,,,,,
4128,R,,,,,,,,,,,,,,,
4129,M,Bedford,SB,Unknown,SBS Transit,,,From Punggol Bus Company,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4130,H,,,,,,,,,,,,,,,
4131,E,Austin,1100F,Unknown,SBS Transit,,,,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4132,C,Bedford,SB,Unknown,SBS Transit,,,From Punggol Bus Company,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4133,A,Bedford,SB,Unknown,SBS Transit,,,From Punggol Bus Company,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4134,Y,Bedford,SB,Unknown,SBS Transit,,,From Punggol Bus Company,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4135,U,,,,,,,,,,,,,,,
4136,S,,,,,,,,,,,,,,,
4137,P,,,,,,,,,,,,,,,
4138,L,,,,,,,,,,,,,,,
4139,J,Bedford,SB,Unknown,SBS Transit,,,From Punggol Bus Company,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4140,D,,,,,,,,,,,,,,,
4141,B,,,,,,,,,,,,,,,
4142,Z,,,,,,,,,,,,,,,
4143,X,Nissan Diesel,4R94,Unknown,SBS Transit,,,From STC,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4144,T,Nissan Diesel,4R94,Unknown,SBS Transit,,,From STC,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4145,R,Nissan Diesel,4R94,Unknown,SBS Transit,,,From STC,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4146,M,Nissan Diesel,4R94,Unknown,SBS Transit,,,From STC,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4147,K,Nissan Diesel,4R94,Unknown,SBS Transit,,,From STC,,,,Unknown,NA; Desto,Unknown,Unknown,NAC
4148,H,,,,,,,,,,,,,,,
4149,E,,,,,,,,,,,,,,,
4150,A,,,,,,,,,,,,,,,
4151,Y,Nissan Diesel,4R94,Unknown,SBS Transit,,,From STC,,,,Unknown,NA; Desto,Unknown,Unknown,Unknown
4152,U,Nissan Diesel,4R94,Unknown,SBS Transit,,,From STC,,,,Unknown,NA; Desto,Unknown,Unknown,Unknown
4153,S,Nissan Diesel,4R94,Unknown,SBS Transit,,,From STC,,,,Unknown,NA; Desto,Unknown,Unknown,Unknown
4154,P,Nissan Diesel,4R94,Unknown,SBS Transit,,,From STC,,,,Unknown,NA; Desto,Unknown,Unknown,Unknown
